employee_id,tv_name,score
EMP100140,SEA,3.0
EMP100141,SEA,3.0
EMP100142,SEA,5.0
EMP100143,SEA,1.0
EMP100144,SEA,1.0
EMP100145,SEA,1.0
EMP100147,SEA,3.0
EMP100148,SEA,1.0
EMP100149,SEA,2.0
EMP100151,SEA,2.0
EMP100152,SEA,5.0
EMP100153,SEA,3.0
EMP100154,SEA,3.0
EMP100155,SEA,2.0
EMP100156,SEA,3.0
EMP100157,SEA,1.0
EMP100160,SEA,3.0
EMP100161,SEA,1.0
EMP100162,SEA,1.0
EMP100163,SEA,2.0
EMP100164,SEA,3.0
EMP100165,SEA,4.0
EMP100166,SEA,2.0
EMP100167,SEA,4.0
EMP100168,SEA,1.0
EMP100170,SEA,3.0
EMP100171,SEA,3.0
EMP100172,SEA,4.0
EMP100173,SEA,2.0
EMP100175,SEA,3.0
EMP100176,SEA,4.0
EMP100178,SEA,3.0
EMP100179,SEA,3.0
EMP100180,SEA,4.0
EMP100181,SEA,3.0
EMP100182,SEA,1.0
EMP100183,SEA,3.0
EMP100184,SEA,3.0
EMP100185,SEA,1.0
EMP100186,SEA,5.0
EMP100187,SEA,2.0
EMP100188,SEA,4.0
EMP100189,SEA,2.0
EMP100190,SEA,4.0
EMP100191,SEA,1.0
EMP100193,SEA,3.0
EMP100194,SEA,4.0
EMP100195,SEA,3.0
EMP100196,SEA,2.0
EMP100197,SEA,3.0
EMP100199,SEA,0.0
EMP100200,SEA,3.0
EMP100201,SEA,3.0
EMP100202,SEA,2.0
EMP100203,SEA,3.0
EMP100204,SEA,4.0
EMP100205,SEA,4.0
EMP100206,SEA,3.0
EMP100209,SEA,2.0
EMP100210,SEA,3.0
EMP100211,SEA,4.0
EMP100212,SEA,2.0
EMP100213,SEA,3.0
EMP100214,SEA,2.0
EMP100215,SEA,0.0
EMP100216,SEA,2.0
EMP100217,SEA,1.0
EMP100218,SEA,3.0
EMP100220,SEA,4.0
EMP100221,SEA,3.0
EMP100222,SEA,1.0
EMP100223,SEA,1.0
EMP100224,SEA,4.0
EMP100225,SEA,2.0
EMP100226,SEA,2.0
EMP100228,SEA,2.0
EMP100229,SEA,5.0
EMP100230,SEA,4.0
EMP100231,SEA,5.0
EMP100232,SEA,4.0
EMP100233,SEA,4.0
EMP100235,SEA,5.0
EMP100236,SEA,4.0
EMP100238,SEA,3.0
EMP100240,SEA,0.0
EMP100241,SEA,3.0
EMP100242,SEA,2.0
EMP100243,SEA,4.0
EMP100244,SEA,4.0
EMP100245,SEA,2.0
EMP100246,SEA,4.0
EMP100248,SEA,4.0
EMP100249,SEA,4.0
EMP100250,SEA,2.0
EMP100251,SEA,3.0
EMP100252,SEA,4.0
EMP100254,SEA,4.0
EMP100255,SEA,1.0
EMP100256,SEA,1.0
EMP100258,SEA,4.0
EMP100259,SEA,3.0
EMP100260,SEA,3.0
EMP100261,SEA,2.0
EMP100262,SEA,4.0
EMP100264,SEA,0.0
EMP100265,SEA,1.0
EMP100266,SEA,3.0
EMP100267,SEA,3.0
EMP100268,SEA,4.0
EMP100269,SEA,4.0
EMP100271,SEA,3.0
EMP100273,SEA,5.0
EMP100274,SEA,3.0
EMP100275,SEA,2.0
EMP100276,SEA,4.0
EMP100277,SEA,2.0
EMP100278,SEA,2.0
EMP100279,SEA,1.0
EMP100280,SEA,5.0
EMP100281,SEA,5.0
EMP100282,SEA,4.0
EMP100284,SEA,2.0
EMP100285,SEA,2.0
EMP100286,SEA,2.0
EMP100288,SEA,1.0
EMP100289,SEA,4.0
EMP100291,SEA,3.0
EMP100292,SEA,1.0
EMP100293,SEA,3.0
EMP100294,SEA,3.0
EMP100295,SEA,3.0
EMP100296,SEA,4.0
EMP100297,SEA,2.0
EMP100298,SEA,3.0
EMP100300,SEA,3.0
EMP100301,SEA,3.0
EMP100302,SEA,2.0
EMP100303,SEA,4.0
EMP100305,SEA,3.0
EMP100306,SEA,3.0
EMP100307,SEA,3.0
EMP100308,SEA,4.0
EMP100309,SEA,3.0
EMP100310,SEA,4.0
EMP100311,SEA,2.0
EMP100312,SEA,1.0
EMP100313,SEA,5.0
EMP100314,SEA,1.0
EMP100315,SEA,3.0
EMP100316,SEA,3.0
EMP100317,SEA,4.0
EMP100318,SEA,2.0
EMP100319,SEA,5.0
EMP100320,SEA,1.0
EMP100321,SEA,3.0
EMP100322,SEA,5.0
EMP100323,SEA,3.0
EMP100325,SEA,2.0
EMP100326,SEA,5.0
EMP100328,SEA,3.0
EMP100329,SEA,3.0
EMP100330,SEA,4.0
EMP100331,SEA,4.0
EMP100332,SEA,3.0
EMP100333,SEA,5.0
EMP100334,SEA,2.0
EMP100335,SEA,4.0
EMP100336,SEA,3.0
EMP100339,SEA,3.0
EMP100341,SEA,3.0
EMP100342,SEA,0.0
EMP100343,SEA,3.0
EMP100344,SEA,3.0
EMP100345,SEA,1.0
EMP100346,SEA,1.0
EMP100347,SEA,2.0
EMP100349,SEA,3.0
EMP100351,SEA,0.0
EMP100352,SEA,3.0
EMP100353,SEA,3.0
EMP100354,SEA,3.0
EMP100355,SEA,4.0
EMP100356,SEA,3.0
EMP100357,SEA,4.0
EMP100358,SEA,3.0
EMP100359,SEA,0.0
EMP100360,SEA,5.0
EMP100361,SEA,3.0
EMP100362,SEA,4.0
EMP100363,SEA,3.0
EMP100364,SEA,1.0
EMP100365,SEA,5.0
EMP100366,SEA,3.0
EMP100368,SEA,4.0
EMP100369,SEA,1.0
EMP100371,SEA,2.0
EMP100372,SEA,3.0
EMP100373,SEA,3.0
EMP100374,SEA,4.0
EMP100375,SEA,0.0
EMP100376,SEA,3.0
EMP100377,SEA,3.0
EMP100378,SEA,3.0
EMP100379,SEA,4.0
EMP100380,SEA,2.0
EMP100381,SEA,0.0
EMP100382,SEA,3.0
EMP100384,SEA,4.0
EMP100385,SEA,1.0
EMP100386,SEA,0.0
EMP100387,SEA,3.0
EMP100388,SEA,2.0
EMP100389,SEA,3.0
EMP100390,SEA,1.0
EMP100391,SEA,2.0
EMP100392,SEA,0.0
EMP100393,SEA,3.0
EMP100394,SEA,1.0
EMP100395,SEA,0.0
EMP100396,SEA,3.0
EMP100397,SEA,3.0
EMP100398,SEA,3.0
EMP100401,SEA,5.0
EMP100402,SEA,2.0
EMP100403,SEA,2.0
EMP100404,SEA,4.0
EMP100405,SEA,3.0
EMP100407,SEA,3.0
EMP100408,SEA,3.0
EMP100409,SEA,4.0
EMP100410,SEA,4.0
EMP100411,SEA,2.0
EMP100412,SEA,4.0
EMP100413,SEA,3.0
EMP100414,SEA,1.0
EMP100415,SEA,3.0
EMP100416,SEA,4.0
EMP100417,SEA,3.0
EMP100418,SEA,3.0
EMP100419,SEA,3.0
EMP100420,SEA,0.0
EMP100421,SEA,3.0
EMP100422,SEA,2.0
EMP100423,SEA,5.0
EMP100424,SEA,4.0
EMP100425,SEA,1.0
EMP100426,SEA,5.0
EMP100427,SEA,3.0
EMP100428,SEA,5.0
EMP100430,SEA,1.0
EMP100431,SEA,4.0
EMP100432,SEA,4.0
EMP100433,SEA,2.0
EMP100435,SEA,2.0
EMP100436,SEA,4.0
EMP100437,SEA,4.0
EMP100438,SEA,4.0
EMP100439,SEA,1.0
EMP100440,SEA,5.0
EMP100441,SEA,5.0
EMP100442,SEA,3.0
EMP100443,SEA,3.0
EMP100444,SEA,5.0
EMP100445,SEA,1.0
EMP100446,SEA,3.0
EMP100447,SEA,4.0
EMP100448,SEA,2.0
EMP100449,SEA,3.0
EMP100450,SEA,0.0
EMP100451,SEA,3.0
EMP100452,SEA,4.0
EMP100453,SEA,4.0
EMP100455,SEA,2.0
EMP100456,SEA,2.0
EMP100457,SEA,3.0
EMP100458,SEA,3.0
EMP100459,SEA,3.0
EMP100460,SEA,0.0
EMP100461,SEA,2.0
EMP100462,SEA,5.0
EMP100463,SEA,5.0
EMP100464,SEA,0.0
EMP100465,SEA,0.0
EMP100466,SEA,5.0
EMP100468,SEA,2.0
EMP100469,SEA,2.0
EMP100470,SEA,0.0
EMP100471,SEA,4.0
EMP100473,SEA,5.0
EMP100474,SEA,2.0
EMP100475,SEA,5.0
EMP100477,SEA,4.0
EMP100479,SEA,3.0
EMP100481,SEA,4.0
EMP100482,SEA,1.0
EMP100483,SEA,3.0
EMP100484,SEA,3.0
EMP100485,SEA,5.0
EMP100486,SEA,5.0
EMP100487,SEA,2.0
EMP100488,SEA,4.0
EMP100490,SEA,2.0
EMP100491,SEA,3.0
EMP100492,SEA,4.0
EMP100493,SEA,1.0
EMP100494,SEA,4.0
EMP100495,SEA,2.0
EMP100496,SEA,0.0
EMP100500,SEA,4.0
EMP100501,SEA,2.0
EMP100502,SEA,4.0
EMP100503,SEA,0.0
EMP100504,SEA,1.0
EMP100505,SEA,2.0
EMP100506,SEA,2.0
EMP100507,SEA,3.0
EMP100508,SEA,4.0
EMP100509,SEA,0.0
EMP100510,SEA,0.0
EMP100511,SEA,3.0
EMP100512,SEA,5.0
EMP100513,SEA,5.0
EMP100514,SEA,3.0
EMP100516,SEA,3.0
EMP100517,SEA,1.0
EMP100518,SEA,0.0
EMP100519,SEA,5.0
EMP100520,SEA,3.0
EMP100521,SEA,3.0
EMP100522,SEA,4.0
EMP100523,SEA,3.0
EMP100524,SEA,5.0
EMP100525,SEA,3.0
EMP100526,SEA,4.0
EMP100527,SEA,2.0
EMP100528,SEA,3.0
EMP100529,SEA,3.0
EMP100531,SEA,4.0
EMP100532,SEA,3.0
EMP100533,SEA,2.0
EMP100534,SEA,2.0
EMP100536,SEA,4.0
EMP100537,SEA,3.0
EMP100538,SEA,4.0
EMP100539,SEA,4.0
EMP100540,SEA,2.0
EMP100541,SEA,4.0
EMP100542,SEA,3.0
EMP100543,SEA,4.0
EMP100545,SEA,3.0
EMP100546,SEA,4.0
EMP100547,SEA,4.0
EMP100548,SEA,5.0
EMP100549,SEA,2.0
EMP100550,SEA,5.0
EMP100551,SEA,2.0
EMP100552,SEA,1.0
EMP100553,SEA,2.0
EMP100554,SEA,5.0
EMP100555,SEA,3.0
EMP100556,SEA,2.0
EMP100557,SEA,3.0
EMP100561,SEA,4.0
EMP100562,SEA,3.0
EMP100563,SEA,2.0
EMP100564,SEA,3.0
EMP100565,SEA,1.0
EMP100566,SEA,3.0
EMP100567,SEA,3.0
EMP100568,SEA,3.0
EMP100569,SEA,0.0
EMP100570,SEA,0.0
EMP100571,SEA,4.0
EMP100572,SEA,0.0
EMP100573,SEA,1.0
EMP100575,SEA,2.0
EMP100576,SEA,4.0
EMP100577,SEA,3.0
EMP100578,SEA,4.0
EMP100579,SEA,4.0
EMP100580,SEA,2.0
EMP100581,SEA,3.0
EMP100582,SEA,2.0
EMP100583,SEA,3.0
EMP100584,SEA,1.0
EMP100585,SEA,1.0
EMP100586,SEA,4.0
EMP100587,SEA,3.0
EMP100589,SEA,3.0
EMP100590,SEA,1.0
EMP100591,SEA,0.0
EMP100593,SEA,3.0
EMP100594,SEA,2.0
EMP100595,SEA,0.0
EMP100596,SEA,3.0
EMP100597,SEA,3.0
EMP100598,SEA,4.0
EMP100599,SEA,1.0
EMP100600,SEA,1.0
EMP100601,SEA,3.0
EMP100602,SEA,1.0
EMP100603,SEA,2.0
EMP100604,SEA,3.0
EMP100605,SEA,5.0
EMP100606,SEA,3.0
EMP100607,SEA,2.0
EMP100608,SEA,5.0
EMP100609,SEA,3.0
EMP100610,SEA,2.0
EMP100611,SEA,4.0
EMP100612,SEA,2.0
EMP100613,SEA,4.0
EMP100614,SEA,1.0
EMP100615,SEA,5.0
EMP100617,SEA,3.0
EMP100618,SEA,4.0
EMP100619,SEA,2.0
EMP100620,SEA,3.0
EMP100621,SEA,3.0
EMP100622,SEA,2.0
EMP100623,SEA,1.0
EMP100624,SEA,1.0
EMP100625,SEA,2.0
EMP100626,SEA,1.0
EMP100627,SEA,2.0
EMP100628,SEA,2.0
EMP100629,SEA,4.0
EMP100630,SEA,5.0
EMP100631,SEA,3.0
EMP100632,SEA,0.0
EMP100633,SEA,4.0
EMP100634,SEA,3.0
EMP100635,SEA,4.0
EMP100636,SEA,3.0
EMP100637,SEA,4.0
EMP100638,SEA,3.0
EMP100639,SEA,5.0
EMP100640,SEA,2.0
EMP100641,SEA,4.0
EMP100642,SEA,4.0
EMP100643,SEA,4.0
EMP100644,SEA,1.0
EMP100645,SEA,5.0
EMP100646,SEA,0.0
EMP100648,SEA,4.0
EMP100649,SEA,5.0
EMP100650,SEA,4.0
EMP100651,SEA,4.0
EMP100652,SEA,5.0
EMP100654,SEA,3.0
EMP100655,SEA,3.0
EMP100656,SEA,4.0
EMP100657,SEA,3.0
EMP100658,SEA,2.0
EMP100659,SEA,2.0
EMP100660,SEA,1.0
EMP100661,SEA,5.0
EMP100662,SEA,4.0
EMP100663,SEA,5.0
EMP100664,SEA,2.0
EMP100665,SEA,4.0
EMP100666,SEA,4.0
EMP100667,SEA,0.0
EMP100669,SEA,0.0
EMP100670,SEA,0.0
EMP100671,SEA,3.0
EMP100672,SEA,1.0
EMP100673,SEA,3.0
EMP100674,SEA,1.0
EMP100675,SEA,1.0
EMP100676,SEA,1.0
EMP100677,SEA,2.0
EMP100678,SEA,4.0
EMP100679,SEA,2.0
EMP100680,SEA,4.0
EMP100682,SEA,3.0
EMP100683,SEA,2.0
EMP100684,SEA,99.0
EMP100685,SEA,0.0
EMP100686,SEA,2.0
EMP100687,SEA,3.0
EMP100688,SEA,0.0
EMP100689,SEA,4.0
EMP100690,SEA,3.0
EMP100691,SEA,2.0
EMP100692,SEA,3.0
EMP100693,SEA,3.0
EMP100694,SEA,0.0
EMP100695,SEA,4.0
EMP100696,SEA,2.0
EMP100697,SEA,1.0
EMP100698,SEA,0.0
EMP100699,SEA,3.0
EMP100700,SEA,4.0
EMP100701,SEA,2.0
EMP100702,SEA,1.0
EMP100703,SEA,3.0
EMP100704,SEA,4.0
EMP100705,SEA,3.0
EMP100706,SEA,2.0
EMP100707,SEA,2.0
EMP100708,SEA,4.0
EMP100709,SEA,2.0
EMP100711,SEA,5.0
EMP100712,SEA,3.0
EMP100713,SEA,5.0
EMP100714,SEA,2.0
EMP100715,SEA,4.0
EMP100716,SEA,2.0
EMP100717,SEA,5.0
EMP100719,SEA,3.0
EMP100720,SEA,3.0
EMP100721,SEA,3.0
EMP100722,SEA,0.0
EMP100723,SEA,5.0
EMP100724,SEA,2.0
EMP100725,SEA,5.0
EMP100726,SEA,4.0
EMP100727,SEA,5.0
EMP100728,SEA,3.0
EMP100729,SEA,3.0
EMP100730,SEA,0.0
EMP100731,SEA,3.0
EMP100732,SEA,4.0
EMP100733,SEA,1.0
EMP100734,SEA,1.0
EMP100735,SEA,1.0
EMP100736,SEA,2.0
EMP100737,SEA,4.0
EMP100738,SEA,2.0
EMP100739,SEA,2.0
EMP100740,SEA,3.0
EMP100742,SEA,4.0
EMP100744,SEA,1.0
EMP100745,SEA,2.0
EMP100746,SEA,3.0
EMP100747,SEA,3.0
EMP100748,SEA,3.0
EMP100749,SEA,2.0
EMP100750,SEA,5.0
EMP100751,SEA,3.0
EMP100752,SEA,1.0
EMP100753,SEA,2.0
EMP100754,SEA,2.0
EMP100755,SEA,3.0
EMP100756,SEA,3.0
EMP100757,SEA,4.0
EMP100758,SEA,5.0
EMP100759,SEA,2.0
EMP100760,SEA,3.0
EMP100761,SEA,5.0
EMP100762,SEA,3.0
EMP100763,SEA,0.0
EMP100764,SEA,3.0
EMP100765,SEA,3.0
EMP100766,SEA,2.0
EMP100767,SEA,3.0
EMP100768,SEA,1.0
EMP100769,SEA,3.0
EMP100770,SEA,3.0
EMP100771,SEA,5.0
EMP100772,SEA,2.0
EMP100773,SEA,4.0
EMP100774,SEA,1.0
EMP100775,SEA,2.0
EMP100776,SEA,4.0
EMP100777,SEA,2.0
EMP100778,SEA,4.0
EMP100780,SEA,3.0
EMP100781,SEA,3.0
EMP100782,SEA,3.0
EMP100783,SEA,5.0
EMP100784,SEA,1.0
EMP100785,SEA,5.0
EMP100786,SEA,1.0
EMP100787,SEA,3.0
EMP100788,SEA,1.0
EMP100789,SEA,0.0
EMP100790,SEA,2.0
EMP100791,SEA,2.0
EMP100793,SEA,4.0
EMP100794,SEA,3.0
EMP100795,SEA,4.0
EMP100796,SEA,3.0
EMP100797,SEA,4.0
EMP100798,SEA,2.0
EMP100800,SEA,2.0
EMP100801,SEA,2.0
EMP100802,SEA,4.0
EMP100803,SEA,5.0
EMP100804,SEA,2.0
EMP100805,SEA,1.0
EMP100807,SEA,2.0
EMP100808,SEA,3.0
EMP100809,SEA,3.0
EMP100810,SEA,4.0
EMP100811,SEA,3.0
EMP100812,SEA,4.0
EMP100813,SEA,3.0
EMP100814,SEA,2.0
EMP100815,SEA,3.0
EMP100816,SEA,2.0
EMP100817,SEA,4.0
EMP100818,SEA,5.0
EMP100819,SEA,4.0
EMP100820,SEA,5.0
EMP100821,SEA,4.0
EMP100822,SEA,2.0
EMP100823,SEA,0.0
EMP100824,SEA,1.0
EMP100826,SEA,2.0
EMP100827,SEA,4.0
EMP100828,SEA,3.0
EMP100829,SEA,4.0
EMP100830,SEA,5.0
EMP100832,SEA,3.0
EMP100833,SEA,3.0
EMP100834,SEA,5.0
EMP100835,SEA,2.0
EMP100836,SEA,5.0
EMP100839,SEA,3.0
EMP100840,SEA,2.0
EMP100841,SEA,4.0
EMP100842,SEA,5.0
EMP100843,SEA,3.0
EMP100844,SEA,4.0
EMP100845,SEA,2.0
EMP100846,SEA,1.0
EMP100847,SEA,3.0
EMP100848,SEA,3.0
EMP100850,SEA,4.0
EMP100851,SEA,3.0
EMP100852,SEA,0.0
EMP100853,SEA,4.0
EMP100854,SEA,3.0
EMP100855,SEA,1.0
EMP100856,SEA,1.0
EMP100858,SEA,3.0
EMP100859,SEA,4.0
EMP100860,SEA,0.0
EMP100861,SEA,3.0
EMP100862,SEA,2.0
EMP100863,SEA,3.0
EMP100864,SEA,3.0
EMP100865,SEA,4.0
EMP100867,SEA,2.0
EMP100868,SEA,1.0
EMP100869,SEA,4.0
EMP100870,SEA,2.0
EMP100871,SEA,3.0
EMP100872,SEA,0.0
EMP100873,SEA,5.0
EMP100874,SEA,0.0
EMP100875,SEA,4.0
EMP100876,SEA,2.0
EMP100877,SEA,2.0
EMP100878,SEA,6.0
EMP100879,SEA,2.0
EMP100880,SEA,4.0
EMP100881,SEA,5.0
EMP100882,SEA,4.0
EMP100883,SEA,3.0
EMP100884,SEA,4.0
EMP100885,SEA,0.0
EMP100886,SEA,3.0
EMP100887,SEA,1.0
EMP100888,SEA,3.0
EMP100890,SEA,4.0
EMP100891,SEA,4.0
EMP100892,SEA,3.0
EMP100893,SEA,2.0
EMP100894,SEA,3.0
EMP100895,SEA,2.0
EMP100897,SEA,2.0
EMP100898,SEA,3.0
EMP100899,SEA,3.0
EMP100900,SEA,2.0
EMP100901,SEA,4.0
EMP100902,SEA,2.0
EMP100903,SEA,3.0
EMP100904,SEA,1.0
EMP100905,SEA,3.0
EMP100907,SEA,3.0
EMP100908,SEA,3.0
EMP100909,SEA,5.0
EMP100910,SEA,1.0
EMP100911,SEA,3.0
EMP100912,SEA,3.0
EMP100913,SEA,4.0
EMP100914,SEA,0.0
EMP100915,SEA,3.0
EMP100916,SEA,1.0
EMP100917,SEA,2.0
EMP100918,SEA,2.0
EMP100919,SEA,3.0
EMP100920,SEA,3.0
EMP100922,SEA,3.0
EMP100923,SEA,2.0
EMP100924,SEA,5.0
EMP100925,SEA,4.0
EMP100926,SEA,5.0
EMP100927,SEA,3.0
EMP100928,SEA,4.0
EMP100929,SEA,1.0
EMP100930,SEA,3.0
EMP100931,SEA,3.0
EMP100932,SEA,3.0
EMP100933,SEA,2.0
EMP100934,SEA,0.0
EMP100935,SEA,3.0
EMP100936,SEA,1.0
EMP100939,SEA,2.0
EMP100940,SEA,2.0
EMP100941,SEA,1.0
EMP100942,SEA,0.0
EMP100943,SEA,3.0
EMP100944,SEA,1.0
EMP100945,SEA,4.0
EMP100946,SEA,2.0
EMP100948,SEA,2.0
EMP100949,SEA,2.0
EMP100950,SEA,3.0
EMP100951,SEA,2.0
EMP100952,SEA,0.0
EMP100954,SEA,3.0
EMP100955,SEA,2.0
EMP100956,SEA,4.0
EMP100957,SEA,4.0
EMP100958,SEA,5.0
EMP100959,SEA,4.0
EMP100961,SEA,4.0
EMP100962,SEA,5.0
EMP100963,SEA,3.0
EMP100964,SEA,0.0
EMP100966,SEA,1.0
EMP100967,SEA,2.0
EMP100969,SEA,4.0
EMP100970,SEA,4.0
EMP100971,SEA,4.0
EMP100972,SEA,2.0
EMP100973,SEA,3.0
EMP100974,SEA,3.0
EMP100976,SEA,1.0
EMP100978,SEA,2.0
EMP100979,SEA,2.0
EMP100980,SEA,4.0
EMP100981,SEA,4.0
EMP100982,SEA,0.0
EMP100983,SEA,4.0
EMP100984,SEA,2.0
EMP100985,SEA,1.0
EMP100986,SEA,2.0
EMP100987,SEA,5.0
EMP100988,SEA,5.0
EMP100989,SEA,5.0
EMP100990,SEA,4.0
EMP100991,SEA,3.0
EMP100993,SEA,4.0
EMP100994,SEA,3.0
EMP100996,SEA,4.0
EMP100997,SEA,3.0
EMP100998,SEA,0.0
EMP100999,SEA,3.0
EMP101000,SEA,3.0
EMP101001,SEA,0.0
EMP101002,SEA,1.0
EMP101003,SEA,4.0
EMP101004,SEA,3.0
EMP101005,SEA,2.0
EMP101006,SEA,3.0
EMP101007,SEA,4.0
EMP101008,SEA,2.0
EMP101009,SEA,5.0
EMP101010,SEA,3.0
EMP101012,SEA,3.0
EMP101013,SEA,3.0
EMP101014,SEA,3.0
EMP101016,SEA,4.0
EMP101017,SEA,3.0
EMP101018,SEA,3.0
EMP101020,SEA,1.0
EMP101021,SEA,4.0
EMP101022,SEA,4.0
EMP101023,SEA,4.0
EMP101024,SEA,2.0
EMP101025,SEA,4.0
EMP101026,SEA,1.0
EMP101027,SEA,2.0
EMP101028,SEA,4.0
EMP101029,SEA,4.0
EMP101030,SEA,5.0
EMP101031,SEA,5.0
EMP101032,SEA,3.0
EMP101033,SEA,3.0
EMP101034,SEA,3.0
EMP101036,SEA,2.0
EMP101037,SEA,3.0
EMP101038,SEA,1.0
EMP101039,SEA,3.0
EMP101040,SEA,3.0
EMP101042,SEA,5.0
EMP101043,SEA,4.0
EMP101044,SEA,2.0
EMP101045,SEA,4.0
EMP101046,SEA,2.0
EMP101047,SEA,2.0
EMP101049,SEA,3.0
EMP101050,SEA,5.0
EMP101052,SEA,2.0
EMP101055,SEA,5.0
EMP101056,SEA,2.0
EMP101057,SEA,2.0
EMP101058,SEA,0.0
EMP101059,SEA,4.0
EMP101060,SEA,3.0
EMP101061,SEA,2.0
EMP101062,SEA,5.0
EMP101064,SEA,1.0
EMP101065,SEA,5.0
EMP101066,SEA,3.0
EMP101067,SEA,2.0
EMP101068,SEA,3.0
EMP101069,SEA,2.0
EMP101070,SEA,3.0
EMP101072,SEA,2.0
EMP101073,SEA,1.0
EMP101075,SEA,4.0
EMP101076,SEA,2.0
EMP101077,SEA,4.0
EMP101078,SEA,4.0
EMP101079,SEA,3.0
EMP101080,SEA,3.0
EMP101081,SEA,4.0
EMP101082,SEA,5.0
EMP101083,SEA,1.0
EMP101084,SEA,4.0
EMP101085,SEA,4.0
EMP101086,SEA,3.0
EMP101087,SEA,2.0
EMP101088,SEA,1.0
EMP101089,SEA,4.0
EMP101090,SEA,3.0
EMP101091,SEA,4.0
EMP101092,SEA,4.0
EMP101093,SEA,2.0
EMP101094,SEA,0.0
EMP101096,SEA,0.0
EMP101097,SEA,2.0
EMP101098,SEA,5.0
EMP101100,SEA,3.0
EMP101101,SEA,4.0
EMP101103,SEA,5.0
EMP101104,SEA,1.0
EMP101105,SEA,3.0
EMP101106,SEA,5.0
EMP101107,SEA,1.0
EMP101108,SEA,3.0
EMP101109,SEA,2.0
EMP101111,SEA,4.0
EMP101112,SEA,4.0
EMP101113,SEA,1.0
EMP101114,SEA,3.0
EMP101115,SEA,1.0
EMP101116,SEA,2.0
EMP101117,SEA,2.0
EMP101118,SEA,1.0
EMP101119,SEA,2.0
EMP101120,SEA,2.0
EMP101121,SEA,2.0
EMP101122,SEA,3.0
EMP101123,SEA,3.0
EMP101124,SEA,0.0
EMP101126,SEA,3.0
EMP101127,SEA,4.0
EMP101128,SEA,2.0
